comb,stopword_options,run,f1,f5
3class_Ridge,NoRemoval,48,0.775959053,
3class_Ridge,NoRemoval,49,0.818181818,
3class_Ridge,NoRemoval,50,0.821457882,
8class_Ridge,CommEng,1,0.5798818,
8class_Ridge,CommEng,2,0.629007599,
8class_Ridge,CommEng,3,0.586425245,
8class_Ridge,CommEng,4,0.562902874,
8class_Ridge,CommEng,5,0.617732336,
8class_Ridge,CommEng,6,0.658021785,
8class_Ridge,CommEng,7,0.611231867,
8class_Ridge,CommEng,8,0.538416029,
8class_Ridge,CommEng,9,0.5141883,
8class_Ridge,CommEng,10,0.591210871,
8class_Ridge,CommEng,11,0.635401411,
8class_Ridge,CommEng,12,0.559793971,
8class_Ridge,CommEng,13,0.654761905,
8class_Ridge,CommEng,14,0.629410177,
8class_Ridge,CommEng,15,0.597388684,
8class_Ridge,CommEng,16,0.632148633,
8class_Ridge,CommEng,17,0.591382312,
8class_Ridge,CommEng,18,0.642640926,
8class_Ridge,CommEng,19,0.61526381,
8class_Ridge,CommEng,20,0.614906832,
8class_Ridge,CommEng,21,0.54952544,
8class_Ridge,CommEng,22,0.578214065,
8class_Ridge,CommEng,23,0.625499144,
8class_Ridge,CommEng,24,0.618180052,
8class_Ridge,CommEng,25,0.605437728,
8class_Ridge,CommEng,26,0.590573926,
8class_Ridge,CommEng,27,0.601716263,
8class_Ridge,CommEng,28,0.639222371,
8class_Ridge,CommEng,29,0.644390885,
8class_Ridge,CommEng,30,0.667675437,
8class_Ridge,CommEng,31,0.633846487,
8class_Ridge,CommEng,32,0.606553286,
8class_Ridge,CommEng,33,0.6468436,
8class_Ridge,CommEng,34,0.60967196,
8class_Ridge,CommEng,35,0.604392588,
8class_Ridge,CommEng,36,0.582150327,
8class_Ridge,CommEng,37,0.618859604,
8class_Ridge,CommEng,38,0.614906266,
8class_Ridge,CommEng,39,0.586282138,
8class_Ridge,CommEng,40,0.645110045,
8class_Ridge,CommEng,41,0.579704944,
8class_Ridge,CommEng,42,0.620025728,
8class_Ridge,CommEng,43,0.60293828,
8class_Ridge,CommEng,44,0.547955938,
8class_Ridge,CommEng,45,0.597936035,
8class_Ridge,CommEng,46,0.616022328,
8class_Ridge,CommEng,47,0.64025083,
8class_Ridge,CommEng,48,0.496402878,
8class_Ridge,CommEng,49,0.60029393,
8class_Ridge,CommEng,50,0.656881901,
8class_Ridge,Threshold,1,0.640941097,
8class_Ridge,Threshold,2,0.646977017,
8class_Ridge,Threshold,3,0.599648255,
8class_Ridge,Threshold,4,0.634908751,
8class_Ridge,Threshold,5,0.593600671,
8class_Ridge,Threshold,6,0.628181067,
8class_Ridge,Threshold,7,0.617594873,
8class_Ridge,Threshold,8,0.616660546,
8class_Ridge,Threshold,9,0.584524414,
8class_Ridge,Threshold,10,0.626892701,
8class_Ridge,Threshold,11,0.635400045,
8class_Ridge,Threshold,12,0.614064766,
8class_Ridge,Threshold,13,0.65414425,
8class_Ridge,Threshold,14,0.649022496,
8class_Ridge,Threshold,15,0.587496997,
8class_Ridge,Threshold,16,0.681515064,
8class_Ridge,Threshold,17,0.598684864,
8class_Ridge,Threshold,18,0.628460295,
8class_Ridge,Threshold,19,0.629698424,
8class_Ridge,Threshold,20,0.632474849,
8class_Ridge,Threshold,21,0.563561804,
8class_Ridge,Threshold,22,0.633682093,
8class_Ridge,Threshold,23,0.627283745,
8class_Ridge,Threshold,24,0.594674655,
8class_Ridge,Threshold,25,0.610386832,
8class_Ridge,Threshold,26,0.595749959,
8class_Ridge,Threshold,27,0.62445442,
8class_Ridge,Threshold,28,0.665475663,
8class_Ridge,Threshold,29,0.647266784,
8class_Ridge,Threshold,30,0.684036073,
8class_Ridge,Threshold,31,0.658829752,
8class_Ridge,Threshold,32,0.656869651,
8class_Ridge,Threshold,33,0.617256318,
8class_Ridge,Threshold,34,0.60713352,
8class_Ridge,Threshold,35,0.640067252,
8class_Ridge,Threshold,36,0.678919088,
8class_Ridge,Threshold,37,0.620934546,
8class_Ridge,Threshold,38,0.614800422,
8class_Ridge,Threshold,39,0.614598423,
8class_Ridge,Threshold,40,0.609531117,
8class_Ridge,Threshold,41,0.626759174,
8class_Ridge,Threshold,42,0.669705923,
8class_Ridge,Threshold,43,0.617850358,
8class_Ridge,Threshold,44,0.608868788,
8class_Ridge,Threshold,45,0.606013072,
8class_Ridge,Threshold,46,0.5526399,
8class_Ridge,Threshold,47,0.648380891,
8class_Ridge,Threshold,48,0.587952068,
8class_Ridge,Threshold,49,0.612440707,
8class_Ridge,Threshold,50,0.699669967,
8class_Ridge,SelfDefined,1,0.687094944,
8class_Ridge,SelfDefined,2,0.694858984,
8class_Ridge,SelfDefined,3,0.643712088,
8class_Ridge,SelfDefined,4,0.702006817,
8class_Ridge,SelfDefined,5,0.597716181,
8class_Ridge,SelfDefined,6,0.662261302,
8class_Ridge,SelfDefined,7,0.655394054,
8class_Ridge,SelfDefined,8,0.667254486,
8class_Ridge,SelfDefined,9,0.66856468,
8class_Ridge,SelfDefined,10,0.660032456,
8class_Ridge,SelfDefined,11,0.703837653,
8class_Ridge,SelfDefined,12,0.62838923,
8class_Ridge,SelfDefined,13,0.739922976,
8class_Ridge,SelfDefined,14,0.684717847,
8class_Ridge,SelfDefined,15,0.60655753,
8class_Ridge,SelfDefined,16,0.718557163,
8class_Ridge,SelfDefined,17,0.632009503,
8class_Ridge,SelfDefined,18,0.666746138,
8class_Ridge,SelfDefined,19,0.680658193,
8class_Ridge,SelfDefined,20,0.643393146,
8class_Ridge,SelfDefined,21,0.623817464,
8class_Ridge,SelfDefined,22,0.678154536,
8class_Ridge,SelfDefined,23,0.665533049,
8class_Ridge,SelfDefined,24,0.620461256,
8class_Ridge,SelfDefined,25,0.689482759,
8class_Ridge,SelfDefined,26,0.656917482,
8class_Ridge,SelfDefined,27,0.659405422,
8class_Ridge,SelfDefined,28,0.705637211,
8class_Ridge,SelfDefined,29,0.710184505,
8class_Ridge,SelfDefined,30,0.709587487,
8class_Ridge,SelfDefined,31,0.693816712,
8class_Ridge,SelfDefined,32,0.696415286,
8class_Ridge,SelfDefined,33,0.679225943,
8class_Ridge,SelfDefined,34,0.674255131,
8class_Ridge,SelfDefined,35,0.684341795,
8class_Ridge,SelfDefined,36,0.710571165,
8class_Ridge,SelfDefined,37,0.642514212,
8class_Ridge,SelfDefined,38,0.705794462,
8class_Ridge,SelfDefined,39,0.652735447,
8class_Ridge,SelfDefined,40,0.644068441,
8class_Ridge,SelfDefined,41,0.668021511,
8class_Ridge,SelfDefined,42,0.792333485,
8class_Ridge,SelfDefined,43,0.639069121,
8class_Ridge,SelfDefined,44,0.633089561,
8class_Ridge,SelfDefined,45,0.663552009,
8class_Ridge,SelfDefined,46,0.618612428,
8class_Ridge,SelfDefined,47,0.694735478,
8class_Ridge,SelfDefined,48,0.66604038,
8class_Ridge,SelfDefined,49,0.655462185,
8class_Ridge,SelfDefined,50,0.716423391,
8class_Ridge,NoRemoval,1,0.714414149,
8class_Ridge,NoRemoval,2,0.680646229,
8class_Ridge,NoRemoval,3,0.658033254,
8class_Ridge,NoRemoval,4,0.681116441,
8class_Ridge,NoRemoval,5,0.632989045,
8class_Ridge,NoRemoval,6,0.647811689,
8class_Ridge,NoRemoval,7,0.669758958,
8class_Ridge,NoRemoval,8,0.667254486,
8class_Ridge,NoRemoval,9,0.666763978,
8class_Ridge,NoRemoval,10,0.631425732,
8class_Ridge,NoRemoval,11,0.730997499,
8class_Ridge,NoRemoval,12,0.614064766,
8class_Ridge,NoRemoval,13,0.711849192,
8class_Ridge,NoRemoval,14,0.678516299,
8class_Ridge,NoRemoval,15,0.60655753,
8class_Ridge,NoRemoval,16,0.7154415,
8class_Ridge,NoRemoval,17,0.626148626,
8class_Ridge,NoRemoval,18,0.645980296,
8class_Ridge,NoRemoval,19,0.662171147,
8class_Ridge,NoRemoval,20,0.651193738,
8class_Ridge,NoRemoval,21,0.60951104,
8class_Ridge,NoRemoval,22,0.672413793,
8class_Ridge,NoRemoval,23,0.654467031,
8class_Ridge,NoRemoval,24,0.638035396,
8class_Ridge,NoRemoval,25,0.663978495,
8class_Ridge,NoRemoval,26,0.654431215,
8class_Ridge,NoRemoval,27,0.659405422,
8class_Ridge,NoRemoval,28,0.682822174,
8class_Ridge,NoRemoval,29,0.69479892,
8class_Ridge,NoRemoval,30,0.739839679,
8class_Ridge,NoRemoval,31,0.676332456,
8class_Ridge,NoRemoval,32,0.696415286,
8class_Ridge,NoRemoval,33,0.664925532,
8class_Ridge,NoRemoval,34,0.644488241,
8class_Ridge,NoRemoval,35,0.672762704,
8class_Ridge,NoRemoval,36,0.70457103,
8class_Ridge,NoRemoval,37,0.628178912,
8class_Ridge,NoRemoval,38,0.719069231,
8class_Ridge,NoRemoval,39,0.67325798,
8class_Ridge,NoRemoval,40,0.644068441,
8class_Ridge,NoRemoval,41,0.668021511,
8class_Ridge,NoRemoval,42,0.723457476,
8class_Ridge,NoRemoval,43,0.624777323,
8class_Ridge,NoRemoval,44,0.605866973,
8class_Ridge,NoRemoval,45,0.630656092,
8class_Ridge,NoRemoval,46,0.61362622,
8class_Ridge,NoRemoval,47,0.677715356,
8class_Ridge,NoRemoval,48,0.654935595,
8class_Ridge,NoRemoval,49,0.666607302,
8class_Ridge,NoRemoval,50,0.716423391,
